Page_traffic,Unit_price,Title_Count,Description_Length,Image_Count,month,1_Star_Rating,5_Star_Rating,2_Star_Rating,3_Star_Rating,Organic Search Rank,4_Star_Rating,online_cost_per_impression,num_unique_Search_Terms,average_rating,total_cost,total_clicks,num_unique_campaigns,Online_Impressions,Segment_Makeup,Online_Cost,Online_Clicks,video_cost_per_impression,Units_sold>1000
2373.0,25.77559462,90,62,7,4,128.0,2478,91.0,218,14.0,431,0.0,4.0,4.5,56344.76,4330.0,0,0,True,0.0,0.0,0.010541854962766111,0
2870.0,18.62934783,111,209,13,3,27.0,0,12.0,0,5.0,0,0.0,0.0,1.3,0.0,0.0,0,0,False,0.0,0.0,0.0,0
5762.0,23.48327465,81,108,0,4,80.0,2218,67.0,167,9.0,349,0.0,4.0,4.6,40244.28,3479.0,0,0,True,0.0,0.0,0.01043443224601899,1
2854.0,17.837,77,99,0,10,59.0,1794,34.0,94,16.0,230,0.0,3.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3963.0,19.2670419,114,209,3,11,75.0,2491,58.0,170,9.0,369,0.01549285343583462,1.0,4.6,63759.863352,6190.0,2,142046,True,2200.713352,811.0,0.009999826186456125,1
4921.0,20.13378967,70,86,0,12,0.0,0,0.0,0,19.0,0,0.037153513609084,0.0,0.0,62937.8367575,5844.0,2,177454,False,6593.076757500001,1514.0,0.010541854962766111,1
2249.0,38.004656739999994,164,158,0,3,51.0,1288,27.0,86,16.0,153,0.02576016453492845,3.0,4.6,66656.84494899999,6554.0,2,103983,True,2678.644949,810.0,0.009701795595400388,0
7324.5,27.05542453,173,158,0,1,29.0,0,25.0,59,20.0,77,0.013880195523064374,1.0,3.0,44839.041123999996,5181.5,4,331029,False,4594.761124,1962.5,0.01043443224601899,1
3624.0,19.83763838,93,61,11,7,39.0,1027,32.0,71,51.0,158,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3259.0,19.40956341,127,221,7,8,0.0,0,0.0,0,22.0,0,0.0,3.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4445.0,14.0090978,129,221,7,1,19.0,0,10.0,25,3.0,0,0.0,2.0,2.1,0.0,0.0,0,0,False,0.0,0.0,0.0,1
5639.0,20.2,75,131,10,1,26.0,710,11.0,43,13.0,130,0.0,3.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
157.0,38.004656739999994,169,158,0,9,109.0,3735,81.0,236,18.0,525,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
5585.0,26.21815009,87,57,4,1,0.0,0,0.0,0,18.0,0,0.006388002208497771,0.0,0.0,2131.746605,1932.0,4,333710,False,2131.746605,1932.0,0.0,1
1779.0,14.79418516,127,221,7,1,23.0,418,17.0,39,19.0,80,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2306.0,29.05592105,159,158,0,2,22.0,366,15.0,27,3.0,35,0.0,2.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3856.0,16.7427027,83,60,12,2,11.0,307,12.0,38,3.0,62,0.010203291965203424,1.0,4.5,3404.950765,1897.0,2,333710,False,3404.950765,1897.0,0.0,0
3081.0,22.55440771,125,75,8,2,71.0,2088,64.0,167,13.0,323,0.005775551675783795,4.0,4.6,1622.774081,721.0,2,280972,True,1622.774081,721.0,0.0,1
3740.0,19.24098978,79,99,0,11,0.0,421,11.0,20,9.0,74,0.016462909815429992,2.0,4.7,2210.277346,729.0,2,134257,True,2210.277346,729.0,0.0,1
4785.0,22.44310999,88,61,9,10,36.0,795,21.0,58,21.0,98,0.0,2.0,4.6,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
3481.0,25.3226366,127,221,9,7,119.0,3540,86.0,227,27.0,533,0.024169656049730346,7.0,4.6,3141.596063,848.0,4,129980,True,3141.596063,848.0,0.0,1
3348.0,22.61345382,84,63,9,8,27.0,1113,16.0,49,23.0,155,0.0,3.0,4.7,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,0
5171.0,17.88525531,106,203,12,2,15.0,0,8.0,0,14.0,0,0.0,4.0,1.3,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2546.0,22.12739726,118,209,12,12,44.0,1621,33.0,108,3.0,220,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2705.0,34.41777778,88,61,9,2,10.0,0,0.0,0,19.0,0,0.009861295019308628,2.0,1.0,2742.564203,1204.0,2,278113,False,2742.564203,1204.0,0.0,0
3721.0,9.231337162,91,59,5,8,58.0,1446,42.0,96,16.0,212,0.012466162873258949,6.0,4.6,103702.979539,10305.0,2,80841,True,1007.789539,425.0,0.012037634431919535,1
2036.0,38.004656739999994,88,61,9,9,70.0,1330,41.0,116,20.0,198,0.0,4.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3263.0,22.17192429,127,221,7,6,0.0,0,0.0,0,23.0,0,0.0,5.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3907.0,22.22935044,127,221,9,3,102.0,2982,72.0,191,46.0,457,0.023237639533532212,3.0,4.6,66377.346856,6495.0,2,103243,True,2399.146856,751.0,0.009701795595400388,1
6501.0,18.77068015,76,96,0,4,19.0,1154,15.0,42,3.0,149,0.01256304405924575,0.0,4.7,58053.032479,5157.0,4,135975,False,1708.272479,827.0,0.010541854962766111,1
3300.0,29.63260341,90,67,13,12,0.0,0,0.0,0,24.0,0,0.014841777679056922,0.0,0.0,4176.134878,1397.0,2,281376,True,4176.134878,1397.0,0.0,0
2862.0,20.26609157,113,209,13,10,103.0,2276,80.0,200,36.0,409,0.0,0.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
1823.0,5.400249377,92,59,6,3,0.0,384,0.0,25,28.0,59,0.0,4.0,4.8,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3169.0,21.05212355,126,221,8,7,185.5,5093,135.5,374,3.0,766,0.0,5.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
6011.0,17.48913805,110,116,8,6,52.0,1541,47.0,105,39.0,222,0.0,1.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
5507.0,16.36357435,110,116,8,5,52.0,1541,47.0,105,25.0,222,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3102.0,14.85419735,88,64,9,6,37.0,1156,33.0,88,3.0,185,0.0,3.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
448.0,26.03149606,78,98,0,4,105.0,2529,72.0,181,40.0,384,0.006130390313434988,10.0,4.6,977.3497365,472.0,2,159426,True,977.3497365,472.0,0.0,0
252.0,18.73022752,89,68,10,2,16.0,350,0.0,0,21.0,0,0.01539575681653547,8.0,4.8,62863.639682,6303.0,2,103534,False,1593.999682,742.0,0.009728074352329837,0
3478.0,38.004656739999994,85,59,9,5,0.0,334,0.0,21,25.0,56,0.010626477138422751,4.0,4.8,2916.734192,1312.0,2,274477,False,2916.734192,1312.0,0.0,0
4630.0,12.35488722,172,158,9,2,68.0,2087,42.0,134,3.0,278,0.0,6.0,4.6,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,0
1670.0,17.08304297,122,209,14,12,79.0,1744,56.0,149,20.0,313,0.0,4.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
4289.0,20.63287473,110,116,8,12,52.0,1541,47.0,105,12.0,222,0.0,4.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2150.0,24.91090147,85,209,11,5,96.0,2256,77.0,181,24.0,376,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1626.0,38.004656739999994,113,209,10,9,104.0,1744,67.0,182,24.0,299,0.0,2.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
4803.0,18.30907998,90,62,2,8,152.0,4098,102.0,287,13.0,604,0.017010774236222534,7.0,4.6,2597.460172,572.0,2,152694,False,2597.460172,572.0,0.0,1
4878.0,28.15004413,152,186,10,1,16.0,721,9.0,40,21.0,96,0.007628142860139462,9.0,4.7,2545.595182,1664.0,4,333710,True,2545.595182,1664.0,0.0,1
2111.0,25.45151515,166,158,0,9,23.0,1076,20.0,66,25.0,173,0.02219875983092446,2.0,4.7,1628.057046,507.0,4,73339,True,1628.057046,507.0,0.0,0
4174.0,24.91757696,81,105,0,9,112.0,3279,77.0,209,44.0,463,0.02858997498113524,5.0,4.6,1704.963158,651.0,4,59634,True,1704.963158,651.0,0.0,1
3153.0,24.94262948,70,127,11,10,0.0,0,0.0,0,34.0,0,0.025000843991775143,0.0,0.0,80165.590488,7264.0,4,124986,False,3124.780488,889.0,0.010217988085505517,1
3357.0,21.75802998,167,158,0,2,53.0,1802,34.0,143,25.0,269,0.0,6.0,4.6,61269.64,5561.0,0,0,False,0.0,0.0,0.009728074352329837,0
1371.0,29.00824742,152,186,9,12,129.0,3601,96.0,274,29.0,541,0.018689776964239582,10.0,4.6,2532.184432,674.0,4,135484,False,2532.184432,674.0,0.0,0
2779.0,14.75822222,127,221,8,1,69.0,1686,50.0,150,16.0,289,0.0,3.0,4.5,40244.28,3219.0,0,0,True,0.0,0.0,0.01043443224601899,1
1914.0,32.79194631,152,186,10,8,44.0,1640,37.0,92,18.0,230,0.0,5.0,4.7,102695.19,9880.0,0,0,True,0.0,0.0,0.012037634431919535,1
4062.0,18.04054054,162,158,16,10,65.0,1004,47.0,85,7.0,175,0.0,1.0,4.5,96500.0,8049.0,0,0,True,0.0,0.0,0.013017499566308176,1
4345.0,12.04194858,126,221,6,9,124.0,3406,85.0,261,3.0,485,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
865.0,19.57497182,92,196,14,1,85.0,1867,61.0,143,14.0,280,0.0,3.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3528.0,32.46347942,110,116,8,1,26.0,592,17.0,39,16.0,104,0.02338347246240724,0.0,4.6,59930.709036,5515.0,4,153353,False,3585.949036,1185.0,0.010541854962766111,0
2779.0,27.42682927,74,62,10,5,24.0,1417,27.0,86,42.0,192,0.0,2.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2728.0,21.93584603,117,209,9,9,93.0,2322,65.0,158,17.0,368,0.02116454065398145,0.0,4.6,1058.904298,416.0,2,50031,False,1058.904298,416.0,0.0,1
3443.0,15.59499702,139,201,16,10,65.0,2251,42.0,122,3.0,295,0.02076868477397804,2.0,4.7,3792.67337,824.0,2,182614,False,3792.67337,824.0,0.0,1
3280.0,22.76159886,86,116,0,2,64.0,999,47.0,98,25.0,176,0.018566840098021717,3.0,4.4,2288.14024,1158.0,2,123237,True,2288.14024,1158.0,0.0,1
3269.0,21.80429129,111,209,13,12,74.0,843,45.0,97,12.0,153,0.04502809777176364,6.0,4.4,4991.364638,957.0,4,110849,False,4991.364638,957.0,0.0,1
4761.0,11.08299943,163,158,0,10,98.0,2377,79.0,186,16.0,352,0.028020267351543806,4.0,4.6,98971.135398,8610.0,2,88190,False,2471.135398,561.0,0.013017499566308176,1
4933.0,13.77493766,129,221,7,1,73.0,1499,53.0,135,18.0,257,0.011620021832050083,2.0,4.5,41213.1806604,3888.0,2,83381,False,968.9006604,409.0,0.01043443224601899,1
2322.0,31.6877193,159,158,0,6,81.0,2070,53.0,138,13.0,279,0.015675407108834936,2.0,4.6,2975.066866,642.0,4,189791,True,2975.066866,642.0,0.0,1
5006.0,12.15080906,84,62,7,7,39.0,1462,26.0,104,31.0,186,0.0,8.0,4.7,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
3566.0,20.47139452,113,166,13,2,60.0,1128,40.0,105,24.0,189,0.01857821833294762,5.0,4.5,63485.785554,6142.0,2,103703,True,1926.635554,763.0,0.009999826186456125,1
1242.0,33.91001267,125,75,8,11,150.0,4084,123.0,339,9.0,650,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
5933.0,27.89804772,173,158,0,1,18.0,0,21.0,34,18.0,0,0.0,0.0,2.2,0.0,0.0,0,0,False,0.0,0.0,0.0,0
1551.0,38.004656739999994,163,158,0,7,150.0,4085,103.0,294,34.0,619,0.030327617917380967,7.0,4.6,2742.071574,610.0,2,90414,True,2742.071574,610.0,0.0,0
4210.0,29.05316224,165,158,0,10,0.0,0,0.0,0,36.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,1
1994.0,18.23672055,126,221,8,8,165.0,4390,116.0,319,30.0,650,0.01653880137568424,13.5,4.6,104991.437183,10592.0,2,138839,False,2296.247183,712.0,0.012037634431919535,0
4623.0,11.7484252,106,203,12,9,31.0,589,17.0,34,26.0,83,0.0,5.0,4.6,118307.34,10801.0,0,0,False,0.0,0.0,0.011841985070015021,1
3854.0,15.94839192,110,116,8,11,52.0,1541,47.0,105,15.0,222,0.0,1.0,4.6,63978.2,5744.0,0,0,False,0.0,0.0,0.009701795595400388,1
5659.0,20.74795799,90,62,2,11,152.0,4098,102.0,287,10.0,604,0.019756845766246846,6.0,4.6,6593.076757500001,1478.0,4,333710,False,6593.076757500001,1478.0,0.0,1
3858.0,19.38946588,88,64,9,4,75.0,1922,59.0,151,44.0,302,0.012788367159740946,5.0,4.6,78055.771548,6572.0,2,79365,True,1014.961548,423.0,0.010217988085505517,1
2944.0,29.40246723,73,92,0,10,140.0,4177,96.0,304,24.0,604,0.0,6.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3676.0,29.1967655,152,186,10,7,97.0,2847,77.0,201,25.0,437,0.0,7.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
4267.0,25.32805755,81,105,0,2,66.0,2188,57.0,159,7.0,309,0.009648295836816886,6.0,4.6,3219.742452,1635.0,2,333710,True,3219.742452,1635.0,0.0,0
2411.0,14.90406977,87,60,7,9,45.0,1319,32.0,97,3.0,215,0.0,2.0,4.6,130779.05,11557.0,0,0,True,0.0,0.0,0.011973061971253822,1
3182.0,20.92125984,141,123,16,7,85.0,2162,64.0,181,3.0,351,0.0,0.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
2959.0,17.5445269,85,209,11,4,55.0,1319,50.0,105,10.0,218,0.0,0.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,1
5871.0,25.04010025,113,209,10,4,71.0,924,45.0,103,17.0,167,0.013590310538160262,0.0,4.4,4535.23612,1962.5,2,333710,True,4535.23612,1962.5,0.0,1
1500.0,20.36683417,82,186,0,7,35.0,861,28.0,79,8.0,130,0.014475099005071481,5.0,4.5,79058.740127,6917.0,2,139406,True,2017.930127,542.0,0.010217988085505517,0
5238.0,11.84095528,163,158,0,10,59.0,1882,40.0,116,8.0,263,0.026810990078682224,6.0,4.6,104954.364457,10158.0,2,84262,False,2259.174457,636.0,0.012037634431919535,1
2308.0,14.93939394,172,158,9,12,113.0,3256,76.0,226,3.0,466,0.028595518939998513,1.0,4.6,5374.870931,1047.0,4,187961,False,5374.870931,1047.0,0.0,0
2278.0,17.87738693,81,108,0,8,28.0,690,16.0,45,3.0,80,0.014896414686926292,0.0,4.6,104602.005562,10595.0,4,128004,True,1906.815562,715.0,0.012037634431919535,0
3789.0,11.54161412,81,57,5,9,64.0,1791,44.0,119,47.0,250,0.03194807909020887,12.0,4.6,121832.97026799999,11530.0,4,110354,True,3525.630268,729.0,0.011841985070015021,1
1215.0,4.486595174,113,209,12,9,19.0,442,19.0,34,22.0,69,0.021351283816406066,0.0,4.5,1353.223017,455.0,4,63378,True,1353.223017,455.0,0.0,0
4436.0,22.49302707,84,151,6,4,66.0,1730,40.0,106,22.0,243,0.014691131242302471,6.0,4.6,4902.592098,1962.5,4,333710,False,4902.592098,1962.5,0.0,1
1825.0,26.56028369,85,209,11,11,65.0,1583,58.0,126,20.0,260,0.022615920219118135,2.0,4.5,64494.538133,6258.0,2,129792,True,2935.388133,879.0,0.009999826186456125,0
840.0,38.004656739999994,126,221,9,7,0.0,0,0.0,0,31.0,0,0.0,7.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2843.0,14.06901615,163,158,0,5,85.0,2154,73.0,169,20.0,321,0.01828059974840507,1.0,4.6,1017.223973,426.0,2,55644,False,1017.223973,426.0,0.0,1
1858.0,26.09026964,72,129,10,10,35.0,1036,25.0,73,3.0,161,0.0,0.0,4.6,96500.0,8049.0,0,0,False,0.0,0.0,0.013017499566308176,0
3144.0,19.18505942,82,186,0,4,57.0,1465,43.0,138,47.0,225,0.005784848544505269,5.0,4.6,78045.759674,6832.0,4,173720,True,1004.949674,683.0,0.010217988085505517,1
1620.0,38.004656739999994,79,100,0,9,137.0,3257,99.0,279,31.0,525,0.027439053082658024,10.0,4.6,120423.576969,11909.0,2,77124,True,2116.236969,606.0,0.011841985070015021,0
1034.0,22.512786,84,63,8,8,14.0,666,9.0,35,19.0,81,0.02158448671371319,4.0,4.7,72764.717385,6498.0,2,114779,True,2477.467385,686.0,0.009888423437479336,0
2368.0,38.004656739999994,164,158,0,12,51.0,1288,27.0,86,3.0,153,0.0,1.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,0
3850.0,23.83196415,127,221,9,3,99.0,2944,69.0,189,44.0,450,0.02557246576478664,4.0,4.6,42926.627079,4303.0,2,104891,True,2682.347079,824.0,0.01043443224601899,1
3057.0,16.13900245,117,209,12,7,38.0,417,21.0,40,8.0,65,0.0315219243293441,2.0,4.4,4208.996468,937.0,2,133525,False,4208.996468,937.0,0.0,1
4241.0,20.76022305,115,209,11,4,68.0,1853,59.0,158,27.0,304,0.008748794883810408,6.0,4.6,78814.44443799999,7190.0,4,202728,False,1773.634438,1041.0,0.010217988085505517,1
2808.0,11.47227533,126,205,8,5,85.0,2548,61.0,157,8.0,351,0.0,11.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4422.0,20.24263959,82,186,0,8,40.0,1203,35.0,109,19.0,178,0.014487017102458295,7.0,4.6,105658.248582,10871.0,4,204531,True,2963.058582,991.0,0.012037634431919535,0
4440.0,10.40801086,160,158,0,12,144.0,4039,92.0,271,24.0,591,0.0,4.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2315.0,14.75524476,81,105,0,12,88.0,2761,69.0,194,34.0,396,0.020330995953940792,9.0,4.6,1728.561607,592.0,4,85020,True,1728.561607,592.0,0.0,0
3878.0,15.15384615,83,60,12,12,62.0,1775,55.0,165,3.0,285,0.016697590767815646,1.0,4.6,3449.054349,1061.0,4,206559,False,3449.054349,1061.0,0.0,1
3896.0,17.03351955,92,61,14,8,116.0,2262,73.0,153,8.0,371,0.022047043972033928,2.0,4.5,1863.658674,635.0,2,84530,True,1863.658674,635.0,0.0,1
3728.0,26.09603761,87,60,7,8,69.0,2135,37.0,160,23.0,314,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
2382.0,32.81635389,163,158,0,2,119.0,3425,88.0,251,17.0,528,0.01698038207376676,5.0,4.6,63720.175305000004,6265.0,4,127265,True,2161.025305,886.0,0.009999826186456125,0
5882.0,17.73374139,93,61,11,4,36.0,670,22.0,44,37.0,104,0.0,5.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
2797.0,20.92987377,113,209,13,7,103.0,2276,80.0,200,18.0,409,0.019965567250690028,1.0,4.5,998.2384314,388.0,2,49997,False,998.2384314,388.0,0.0,1
4011.0,29.25524157,84,58,5,10,54.0,668,27.0,49,14.0,117,0.0,0.0,4.4,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3482.0,19.4856723,125,221,8,5,46.0,1640,31.0,98,39.0,213,0.0,6.0,4.7,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3569.0,27.96693476,152,186,10,12,108.0,3402,85.0,232,22.0,511,0.0,4.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
3847.0,33.20686275,159,158,0,2,81.0,2070,53.0,138,7.0,279,0.0,5.0,4.6,61559.15,5379.0,0,0,True,0.0,0.0,0.009999826186456125,1
5675.0,21.5732899,125,221,8,1,46.0,1830,32.0,108,17.0,236,0.011984729490487279,7.0,4.7,44243.716063,5022.0,4,333710,False,3999.436063,1803.0,0.01043443224601899,1
4240.0,19.80929095,105,209,6,7,60.0,1219,50.0,120,26.0,241,0.027474934874405575,3.0,4.5,5569.608898,999.0,2,202715,False,5569.608898,999.0,0.0,1
2319.0,33.41294643,152,186,9,5,148.0,4147,105.0,322,33.0,637,0.017483126025136145,5.0,4.6,2690.338399,682.0,4,153881,False,2690.338399,682.0,0.0,0
3886.0,18.34736842,158,158,0,11,0.0,0,0.0,0,19.0,0,0.0,1.0,0.0,0.0,0.0,0,0,True,0.0,0.0,0.0,1
1736.0,20.09952607,91,63,14,2,0.0,0,0.0,0,33.0,0,0.0,0.0,0.0,61559.15,5379.0,0,0,False,0.0,0.0,0.009999826186456125,0
2161.0,22.03377948,94,59,8,2,38.0,857,26.0,66,3.0,125,0.02400668328128148,1.0,4.6,63465.472706,6221.0,2,79407,False,1906.322706,842.0,0.009999826186456125,1
4034.0,23.86138614,126,221,8,3,25.0,0,11.0,30,42.0,0,0.011000092501513316,7.0,2.1,2616.790005,1045.0,2,237887,True,2616.790005,1045.0,0.0,1
2660.0,15.17016492,86,65,12,9,48.0,1659,48.0,109,18.0,250,0.0,4.0,4.6,118307.34,10801.0,0,0,True,0.0,0.0,0.011841985070015021,1
1170.0,27.78201369,79,100,0,7,133.0,3583,98.0,272,3.0,529,0.01874094401286348,8.0,4.6,967.388789,432.0,2,51618,False,967.388789,432.0,0.0,1
5539.0,16.08816425,106,203,12,12,50.0,1119,21.0,53,23.0,141,0.0,0.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
4127.0,13.16739266,83,60,12,6,29.0,780,26.0,78,24.0,138,0.0,2.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
948.0,30.38521401,100,209,14,8,105.0,2292,67.0,154,5.0,334,0.023163349274858244,5.0,4.6,6593.076757500001,1845.0,5,284633,False,6593.076757500001,1845.0,0.0,0
2393.0,10.5986896,92,59,6,9,0.0,483,0.0,27,17.0,61,0.0,2.0,4.8,111171.56,10579.0,0,0,False,0.0,0.0,0.012052667150486772,1
4398.0,23.67950693,125,221,8,3,48.0,1026,42.0,100,15.0,190,0.0,5.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3806.0,21.59305805,113,209,13,5,93.0,2209,80.0,192,26.0,382,0.017966966569335587,3.0,4.5,3507.331544,941.0,4,195209,False,3507.331544,941.0,0.0,1
3913.0,19.997815,126,221,7,1,86.0,2168,56.0,149,24.0,317,0.0,3.0,4.6,40244.28,3479.0,0,0,False,0.0,0.0,0.01043443224601899,1
5076.0,25.09011374,92,184,12,3,96.0,3211,75.0,239,15.0,461,0.02194472413371382,7.0,4.6,66669.720415,6543.0,4,122649,False,2691.520415,799.0,0.009701795595400388,1
3062.0,15.04074339,159,158,0,7,23.0,189,14.0,36,14.0,47,0.0,10.0,4.2,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,1
4279.0,17.7237867,111,209,13,3,59.0,464,30.0,55,23.0,77,0.022170343898242593,3.0,4.3,65782.200883,6360.0,4,81369,False,1804.000883,616.0,0.009701795595400388,1
980.0,12.98407643,127,221,8,7,90.0,2196,65.0,199,9.0,372,0.0,4.0,4.5,0.0,0.0,0,0,True,0.0,0.0,0.0,0
1780.0,30.2481203,110,209,9,10,145.0,2542,81.0,229,23.0,410,0.019259604839708983,9.0,4.5,1087.994337,505.0,4,56490,True,1087.994337,505.0,0.0,1
1123.0,16.3244186,91,62,12,7,61.0,1042,36.0,90,25.0,163,0.0,0.0,4.5,0.0,0.0,0,0,False,0.0,0.0,0.0,0
6441.0,18.91157556,124,221,9,7,80.0,1902,61.0,151,30.0,295,0.0,0.0,4.6,0.0,0.0,0,0,True,0.0,0.0,0.0,1
6573.0,20.42280796,126,221,10,1,23.0,1133,18.0,70,29.0,138,0.014723839635505317,6.0,4.7,59476.196766,5644.0,2,212677,True,3131.436766,1314.0,0.010541854962766111,1
3745.0,26.21553611,74,62,10,7,32.0,1694,33.0,99,35.0,223,0.0,4.0,4.7,77040.81,6375.0,0,0,False,0.0,0.0,0.010217988085505517,0
2478.0,13.76499388,172,158,9,5,32.0,1040,18.0,68,25.0,142,0.0,7.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
4431.0,20.72189349,162,158,16,7,96.0,1760,66.0,153,42.0,290,0.022911444522707453,5.0,4.5,4781.572649,1278.0,5,208697,True,4781.572649,1278.0,0.0,1
2958.0,10.42074928,88,59,4,3,59.0,1409,50.0,111,24.0,230,0.009384106367485639,2.0,4.5,3131.57952,1427.0,2,333710,True,3131.57952,1427.0,0.0,0
2502.0,11.22109705,89,68,10,10,70.0,1532,45.0,115,18.0,246,0.02223475234808005,2.0,4.6,1339.910646,522.0,4,60261,False,1339.910646,522.0,0.0,1
2122.0,30.8877551,72,129,10,7,35.0,977,22.0,68,3.0,151,0.0,1.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
2540.0,20.42320819,165,158,0,2,0.0,0,0.0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,False,0.0,0.0,0.0,0
3105.0,22.2377892,71,128,11,5,0.0,0,0.0,0,19.0,0,0.019322401242298975,0.0,0.0,2669.022606,594.0,2,138130,True,2669.022606,594.0,0.0,1
4086.0,31.26183283,77,99,0,9,87.0,2227,53.0,167,17.0,302,0.02753623756877037,4.0,4.6,1571.603223,634.0,2,57073,True,1571.603223,634.0,0.0,0
3136.0,27.42274052,67,125,11,9,35.0,0,14.0,30,10.0,0,0.01975352490005759,4.0,1.9,113538.40759999999,11310.0,2,119818,True,2366.8476,731.0,0.012052667150486772,1
2425.0,27.16195373,166,158,0,9,23.0,1076,20.0,66,27.0,173,0.01607825050672563,1.0,4.7,2792.213296,718.0,4,173663,True,2792.213296,718.0,0.0,0
3542.0,14.26533247,126,205,8,4,75.0,2294,56.0,135,19.0,306,0.0,13.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,1
3542.0,21.50433944,81,105,0,12,55.0,1359,44.0,113,38.0,218,0.012783865600548725,0.0,4.6,1006.448171,402.0,2,78727,False,1006.448171,402.0,0.0,1
3545.0,20.15558425,125,221,8,11,46.0,1830,32.0,108,33.0,236,0.0207643557130364,5.0,4.7,67421.03399899999,6811.0,2,165804,False,3442.833999,1067.0,0.009701795595400388,1
2078.0,29.35950413,117,209,12,3,92.0,2296,61.0,148,39.0,361,0.02857978704533551,1.0,4.6,66433.632404,6505.0,4,85914,False,2455.432404,761.0,0.009701795595400388,1
1987.0,26.76739356,153,186,9,10,46.0,881,36.0,92,3.0,161,0.025355219364985346,3.0,4.5,86415.85772500001,7109.0,2,97918,True,2482.757725,618.0,0.010543214907326643,0
3621.0,27.86703097,75,164,0,10,84.0,1548,57.0,147,12.0,279,0.02307801271311565,0.0,4.5,1484.908572,477.0,2,64342,True,1484.908572,477.0,0.0,1
4242.0,14.60493827,88,64,9,10,98.0,2526,74.0,195,31.0,409,0.020699496163081872,7.0,4.6,5637.590578,1179.0,4,272353,True,5637.590578,1179.0,0.0,1
3296.0,13.74964029,81,105,0,7,55.0,1359,44.0,113,17.0,218,0.0,0.0,4.6,0.0,0.0,0,0,False,0.0,0.0,0.0,0
6200.0,21.53301384,83,109,0,12,126.0,3050,92.0,236,12.0,478,0.034777038313373254,5.0,4.6,3484.659239,823.0,2,100199,True,3484.659239,823.0,0.0,1
2057.0,29.04484305,84,151,6,11,104.0,2873,68.0,166,3.0,389,0.02120418647118964,0.0,4.6,4334.623411,1002.0,5,204422,False,4334.623411,1002.0,0.0,0
